State,Year,Month,Period,Indicator,Data Value
CONNECTICUT,2021,November,Monthly,Number of Live Births,2830
DELAWARE,2021,November,Monthly,Number of Live Births,872
DISTRICT OF COLUMBIA,2021,November,Monthly,Number of Live Births,714
FLORIDA,2021,November,Monthly,Number of Live Births,18435
GEORGIA,2021,November,Monthly,Number of Live Births,10253
HAWAII,2021,November,Monthly,Number of Live Births,1256
IDAHO,2021,November,Monthly,Number of Live Births,1804
ILLINOIS,2021,November,Monthly,Number of Live Births,10423
INDIANA,2021,November,Monthly,Number of Live Births,6628
IOWA,2021,November,Monthly,Number of Live Births,3006
KANSAS,2021,November,Monthly,Number of Live Births,2885
KENTUCKY,2021,November,Monthly,Number of Live Births,4237
LOUISIANA,2021,November,Monthly,Number of Live Births,4893
MAINE,2021,November,Monthly,Number of Live Births,987
MARYLAND,2021,November,Monthly,Number of Live Births,5515
MASSACHUSETTS,2021,November,Monthly,Number of Live Births,5640
MICHIGAN,2021,November,Monthly,Number of Live Births,8401
MINNESOTA,2021,November,Monthly,Number of Live Births,5256
MISSISSIPPI,2021,November,Monthly,Number of Live Births,2851
MISSOURI,2021,November,Monthly,Number of Live Births,5476
MONTANA,2021,November,Monthly,Number of Live Births,863
NEBRASKA,2021,November,Monthly,Number of Live Births,1896
NEVADA,2021,November,Monthly,Number of Live Births,2813
NEW HAMPSHIRE,2021,November,Monthly,Number of Live Births,1038
NEW JERSEY,2021,November,Monthly,Number of Live Births,8219
NEW MEXICO,2021,November,Monthly,Number of Live Births,1760
NEW YORK,2021,November,Monthly,Number of Live Births,17202
NORTH CAROLINA,2021,November,Monthly,Number of Live Births,10019
NORTH DAKOTA,2021,November,Monthly,Number of Live Births,822
OHIO,2021,November,Monthly,Number of Live Births,10383
OKLAHOMA,2021,November,Monthly,Number of Live Births,3969
OREGON,2021,November,Monthly,Number of Live Births,3327
PENNSYLVANIA,2021,November,Monthly,Number of Live Births,10720
RHODE ISLAND,2021,November,Monthly,Number of Live Births,832
SOUTH CAROLINA,2021,November,Monthly,Number of Live Births,4770
SOUTH DAKOTA,2021,November,Monthly,Number of Live Births,934
TENNESSEE,2021,November,Monthly,Number of Live Births,6614
TEXAS,2021,November,Monthly,Number of Live Births,32022
UTAH,2021,November,Monthly,Number of Live Births,3678
VERMONT,2021,November,Monthly,Number of Live Births,379
VIRGINIA,2021,November,Monthly,Number of Live Births,7754
WASHINGTON,2021,November,Monthly,Number of Live Births,6671
WEST VIRGINIA,2021,November,Monthly,Number of Live Births,1368
WISCONSIN,2021,November,Monthly,Number of Live Births,4966
WYOMING,2021,November,Monthly,Number of Live Births,497
PUERTO RICO,2021,November,Monthly,Number of Live Births,1771
ALABAMA,2021,December,Monthly,Number of Live Births,5056
ALASKA,2021,December,Monthly,Number of Live Births,715
ARIZONA,2021,December,Monthly,Number of Live Births,6964
ARKANSAS,2021,December,Monthly,Number of Live Births,3219
CALIFORNIA,2021,December,Monthly,Number of Live Births,36647
COLORADO,2021,December,Monthly,Number of Live Births,5039
CONNECTICUT,2021,December,Monthly,Number of Live Births,2886
DELAWARE,2021,December,Monthly,Number of Live Births,865
DISTRICT OF COLUMBIA,2021,December,Monthly,Number of Live Births,652
FLORIDA,2021,December,Monthly,Number of Live Births,19240
GEORGIA,2021,December,Monthly,Number of Live Births,10891
HAWAII,2021,December,Monthly,Number of Live Births,1307
IDAHO,2021,December,Monthly,Number of Live Births,1852
ILLINOIS,2021,December,Monthly,Number of Live Births,10709
INDIANA,2021,December,Monthly,Number of Live Births,6669
IOWA,2021,December,Monthly,Number of Live Births,2963
KANSAS,2021,December,Monthly,Number of Live Births,2984
KENTUCKY,2021,December,Monthly,Number of Live Births,4294
LOUISIANA,2021,December,Monthly,Number of Live Births,4998
MAINE,2021,December,Monthly,Number of Live Births,895
MARYLAND,2021,December,Monthly,Number of Live Births,5639
MASSACHUSETTS,2021,December,Monthly,Number of Live Births,5487
MICHIGAN,2021,December,Monthly,Number of Live Births,8674
MINNESOTA,2021,December,Monthly,Number of Live Births,5199
MISSISSIPPI,2021,December,Monthly,Number of Live Births,2982
MISSOURI,2021,December,Monthly,Number of Live Births,5726
MONTANA,2021,December,Monthly,Number of Live Births,962
NEBRASKA,2021,December,Monthly,Number of Live Births,2022
NEVADA,2021,December,Monthly,Number of Live Births,2865
NEW HAMPSHIRE,2021,December,Monthly,Number of Live Births,973
NEW JERSEY,2021,December,Monthly,Number of Live Births,8416
NEW MEXICO,2021,December,Monthly,Number of Live Births,1813
NEW YORK,2021,December,Monthly,Number of Live Births,17626
NORTH CAROLINA,2021,December,Monthly,Number of Live Births,10490
NORTH DAKOTA,2021,December,Monthly,Number of Live Births,858
OHIO,2021,December,Monthly,Number of Live Births,10766
OKLAHOMA,2021,December,Monthly,Number of Live Births,4169
OREGON,2021,December,Monthly,Number of Live Births,3349
PENNSYLVANIA,2021,December,Monthly,Number of Live Births,10810
RHODE ISLAND,2021,December,Monthly,Number of Live Births,846
SOUTH CAROLINA,2021,December,Monthly,Number of Live Births,4806
SOUTH DAKOTA,2021,December,Monthly,Number of Live Births,898
TENNESSEE,2021,December,Monthly,Number of Live Births,7107
TEXAS,2021,December,Monthly,Number of Live Births,33270
UTAH,2021,December,Monthly,Number of Live Births,3766
VERMONT,2021,December,Monthly,Number of Live Births,405
VIRGINIA,2021,December,Monthly,Number of Live Births,8123
WASHINGTON,2021,December,Monthly,Number of Live Births,6896
WEST VIRGINIA,2021,December,Monthly,Number of Live Births,1478
WISCONSIN,2021,December,Monthly,Number of Live Births,5074
WYOMING,2021,December,Monthly,Number of Live Births,518
PUERTO RICO,2021,December,Monthly,Number of Live Births,1767
ALABAMA,2022,January,Monthly,Number of Live Births,4831
ALASKA,2022,January,Monthly,Number of Live Births,730
ARIZONA,2022,January,Monthly,Number of Live Births,6542
ARKANSAS,2022,January,Monthly,Number of Live Births,2863
CALIFORNIA,2022,January,Monthly,Number of Live Births,34475
COLORADO,2022,January,Monthly,Number of Live Births,4896
CONNECTICUT,2022,January,Monthly,Number of Live Births,2708
DELAWARE,2022,January,Monthly,Number of Live Births,899
DISTRICT OF COLUMBIA,2022,January,Monthly,Number of Live Births,684
FLORIDA,2022,January,Monthly,Number of Live Births,18487
GEORGIA,2022,January,Monthly,Number of Live Births,10386
HAWAII,2022,January,Monthly,Number of Live Births,1358
IDAHO,2022,January,Monthly,Number of Live Births,1800
ILLINOIS,2022,January,Monthly,Number of Live Births,10107
INDIANA,2022,January,Monthly,Number of Live Births,6213
IOWA,2022,January,Monthly,Number of Live Births,2897
KANSAS,2022,January,Monthly,Number of Live Births,2799
KENTUCKY,2022,January,Monthly,Number of Live Births,4294
LOUISIANA,2022,January,Monthly,Number of Live Births,4568
MAINE,2022,January,Monthly,Number of Live Births,872
MARYLAND,2022,January,Monthly,Number of Live Births,5550
MASSACHUSETTS,2022,January,Monthly,Number of Live Births,5300
MICHIGAN,2022,January,Monthly,Number of Live Births,7897
MINNESOTA,2022,January,Monthly,Number of Live Births,4921
MISSISSIPPI,2022,January,Monthly,Number of Live Births,2821
MISSOURI,2022,January,Monthly,Number of Live Births,5440
MONTANA,2022,January,Monthly,Number of Live Births,848
NEBRASKA,2022,January,Monthly,Number of Live Births,1876
NEVADA,2022,January,Monthly,Number of Live Births,2767
NEW HAMPSHIRE,2022,January,Monthly,Number of Live Births,903
NEW JERSEY,2022,January,Monthly,Number of Live Births,8157
NEW MEXICO,2022,January,Monthly,Number of Live Births,1696
NEW YORK,2022,January,Monthly,Number of Live Births,16576
NORTH CAROLINA,2022,January,Monthly,Number of Live Births,10028
NORTH DAKOTA,2022,January,Monthly,Number of Live Births,782
OHIO,2022,January,Monthly,Number of Live Births,9978
OKLAHOMA,2022,January,Monthly,Number of Live Births,3950
OREGON,2022,January,Monthly,Number of Live Births,3155
PENNSYLVANIA,2022,January,Monthly,Number of Live Births,10372
RHODE ISLAND,2022,January,Monthly,Number of Live Births,807
SOUTH CAROLINA,2022,January,Monthly,Number of Live Births,4674
SOUTH DAKOTA,2022,January,Monthly,Number of Live Births,883
TENNESSEE,2022,January,Monthly,Number of Live Births,6831
TEXAS,2022,January,Monthly,Number of Live Births,31352
UTAH,2022,January,Monthly,Number of Live Births,3572
VERMONT,2022,January,Monthly,Number of Live Births,434
VIRGINIA,2022,January,Monthly,Number of Live Births,7670
WASHINGTON,2022,January,Monthly,Number of Live Births,6604
WEST VIRGINIA,2022,January,Monthly,Number of Live Births,1311
WISCONSIN,2022,January,Monthly,Number of Live Births,4701
WYOMING,2022,January,Monthly,Number of Live Births,404
PUERTO RICO,2022,January,Monthly,Number of Live Births,1595
ALABAMA,2022,February,Monthly,Number of Live Births,4376
ALASKA,2022,February,Monthly,Number of Live Births,723
ARIZONA,2022,February,Monthly,Number of Live Births,6003
ARKANSAS,2022,February,Monthly,Number of Live Births,2767
CALIFORNIA,2022,February,Monthly,Number of Live Births,31931
COLORADO,2022,February,Monthly,Number of Live Births,4642
CONNECTICUT,2022,February,Monthly,Number of Live Births,2581
DELAWARE,2022,February,Monthly,Number of Live Births,795
DISTRICT OF COLUMBIA,2022,February,Monthly,Number of Live Births,595
FLORIDA,2022,February,Monthly,Number of Live Births,17041
GEORGIA,2022,February,Monthly,Number of Live Births,9598
HAWAII,2022,February,Monthly,Number of Live Births,1272
IDAHO,2022,February,Monthly,Number of Live Births,1632
ILLINOIS,2022,February,Monthly,Number of Live Births,9608
INDIANA,2022,February,Monthly,Number of Live Births,5901
IOWA,2022,February,Monthly,Number of Live Births,2742
KANSAS,2022,February,Monthly,Number of Live Births,2578
KENTUCKY,2022,February,Monthly,Number of Live Births,4037
LOUISIANA,2022,February,Monthly,Number of Live Births,4380
MAINE,2022,February,Monthly,Number of Live Births,882
MARYLAND,2022,February,Monthly,Number of Live Births,5231
MASSACHUSETTS,2022,February,Monthly,Number of Live Births,5046
MICHIGAN,2022,February,Monthly,Number of Live Births,7675
MINNESOTA,2022,February,Monthly,Number of Live Births,4916
MISSISSIPPI,2022,February,Monthly,Number of Live Births,2615
MISSOURI,2022,February,Monthly,Number of Live Births,5019
MONTANA,2022,February,Monthly,Number of Live Births,839
NEBRASKA,2022,February,Monthly,Number of Live Births,1824
NEVADA,2022,February,Monthly,Number of Live Births,2498
NEW HAMPSHIRE,2022,February,Monthly,Number of Live Births,878
NEW JERSEY,2022,February,Monthly,Number of Live Births,7699
NEW MEXICO,2022,February,Monthly,Number of Live Births,1516
NEW YORK,2022,February,Monthly,Number of Live Births,15633
NORTH CAROLINA,2022,February,Monthly,Number of Live Births,9239
NORTH DAKOTA,2022,February,Monthly,Number of Live Births,701
OHIO,2022,February,Monthly,Number of Live Births,9477
OKLAHOMA,2022,February,Monthly,Number of Live Births,3559
OREGON,2022,February,Monthly,Number of Live Births,3016
PENNSYLVANIA,2022,February,Monthly,Number of Live Births,9667
RHODE ISLAND,2022,February,Monthly,Number of Live Births,766
SOUTH CAROLINA,2022,February,Monthly,Number of Live Births,4298
SOUTH DAKOTA,2022,February,Monthly,Number of Live Births,780
TENNESSEE,2022,February,Monthly,Number of Live Births,6078
TEXAS,2022,February,Monthly,Number of Live Births,28817
UTAH,2022,February,Monthly,Number of Live Births,3420
VERMONT,2022,February,Monthly,Number of Live Births,366
VIRGINIA,2022,February,Monthly,Number of Live Births,7370
WASHINGTON,2022,February,Monthly,Number of Live Births,6282
WEST VIRGINIA,2022,February,Monthly,Number of Live Births,1307
WISCONSIN,2022,February,Monthly,Number of Live Births,4473
WYOMING,2022,February,Monthly,Number of Live Births,478
PUERTO RICO,2022,February,Monthly,Number of Live Births,1481
ALABAMA,2022,March,Monthly,Number of Live Births,4810
ALASKA,2022,March,Monthly,Number of Live Births,834
ARIZONA,2022,March,Monthly,Number of Live Births,6468
ARKANSAS,2022,March,Monthly,Number of Live Births,3054
CALIFORNIA,2022,March,Monthly,Number of Live Births,35392
COLORADO,2022,March,Monthly,Number of Live Births,5283
CONNECTICUT,2022,March,Monthly,Number of Live Births,2977
DELAWARE,2022,March,Monthly,Number of Live Births,949
DISTRICT OF COLUMBIA,2022,March,Monthly,Number of Live Births,654
FLORIDA,2022,March,Monthly,Number of Live Births,18825
GEORGIA,2022,March,Monthly,Number of Live Births,10665
HAWAII,2022,March,Monthly,Number of Live Births,1359
IDAHO,2022,March,Monthly,Number of Live Births,1918
ILLINOIS,2022,March,Monthly,Number of Live Births,10638
INDIANA,2022,March,Monthly,Number of Live Births,6751
IOWA,2022,March,Monthly,Number of Live Births,3148
KANSAS,2022,March,Monthly,Number of Live Births,2929
KENTUCKY,2022,March,Monthly,Number of Live Births,4434
LOUISIANA,2022,March,Monthly,Number of Live Births,4489
MAINE,2022,March,Monthly,Number of Live Births,1020
MARYLAND,2022,March,Monthly,Number of Live Births,5770
MASSACHUSETTS,2022,March,Monthly,Number of Live Births,5814
MICHIGAN,2022,March,Monthly,Number of Live Births,8744
MINNESOTA,2022,March,Monthly,Number of Live Births,5349
MISSISSIPPI,2022,March,Monthly,Number of Live Births,2812
MISSOURI,2022,March,Monthly,Number of Live Births,5762
MONTANA,2022,March,Monthly,Number of Live Births,949
NEBRASKA,2022,March,Monthly,Number of Live Births,2044
NEVADA,2022,March,Monthly,Number of Live Births,2661
NEW HAMPSHIRE,2022,March,Monthly,Number of Live Births,995
NEW JERSEY,2022,March,Monthly,Number of Live Births,8589
NEW MEXICO,2022,March,Monthly,Number of Live Births,1786
NEW YORK,2022,March,Monthly,Number of Live Births,17204
NORTH CAROLINA,2022,March,Monthly,Number of Live Births,10209
NORTH DAKOTA,2022,March,Monthly,Number of Live Births,812
OHIO,2022,March,Monthly,Number of Live Births,10869
OKLAHOMA,2022,March,Monthly,Number of Live Births,4006
OREGON,2022,March,Monthly,Number of Live Births,3386
PENNSYLVANIA,2022,March,Monthly,Number of Live Births,10784
RHODE ISLAND,2022,March,Monthly,Number of Live Births,840
SOUTH CAROLINA,2022,March,Monthly,Number of Live Births,4812
SOUTH DAKOTA,2022,March,Monthly,Number of Live Births,1012
TENNESSEE,2022,March,Monthly,Number of Live Births,6875
TEXAS,2022,March,Monthly,Number of Live Births,32160
UTAH,2022,March,Monthly,Number of Live Births,4008
VERMONT,2022,March,Monthly,Number of Live Births,464
VIRGINIA,2022,March,Monthly,Number of Live Births,7893
WASHINGTON,2022,March,Monthly,Number of Live Births,7022
WEST VIRGINIA,2022,March,Monthly,Number of Live Births,1408
WISCONSIN,2022,March,Monthly,Number of Live Births,5088
WYOMING,2022,March,Monthly,Number of Live Births,527
PUERTO RICO,2022,March,Monthly,Number of Live Births,1584
ALABAMA,2022,April,Monthly,Number of Live Births,4444
ALASKA,2022,April,Monthly,Number of Live Births,788
ARIZONA,2022,April,Monthly,Number of Live Births,5969
ARKANSAS,2022,April,Monthly,Number of Live Births,2741
CALIFORNIA,2022,April,Monthly,Number of Live Births,32539
COLORADO,2022,April,Monthly,Number of Live Births,5088
CONNECTICUT,2022,April,Monthly,Number of Live Births,2889
DELAWARE,2022,April,Monthly,Number of Live Births,812
DISTRICT OF COLUMBIA,2022,April,Monthly,Number of Live Births,636
FLORIDA,2022,April,Monthly,Number of Live Births,17120
GEORGIA,2022,April,Monthly,Number of Live Births,9615
HAWAII,2022,April,Monthly,Number of Live Births,1201
IDAHO,2022,April,Monthly,Number of Live Births,1829
ILLINOIS,2022,April,Monthly,Number of Live Births,10166
INDIANA,2022,April,Monthly,Number of Live Births,6314
IOWA,2022,April,Monthly,Number of Live Births,2952
KANSAS,2022,April,Monthly,Number of Live Births,2659
KENTUCKY,2022,April,Monthly,Number of Live Births,4149
LOUISIANA,2022,April,Monthly,Number of Live Births,4149
MAINE,2022,April,Monthly,Number of Live Births,960
MARYLAND,2022,April,Monthly,Number of Live Births,5397
MASSACHUSETTS,2022,April,Monthly,Number of Live Births,5577
MICHIGAN,2022,April,Monthly,Number of Live Births,8329
MINNESOTA,2022,April,Monthly,Number of Live Births,5194
MISSISSIPPI,2022,April,Monthly,Number of Live Births,2552
MISSOURI,2022,April,Monthly,Number of Live Births,5412
MONTANA,2022,April,Monthly,Number of Live Births,888
NEBRASKA,2022,April,Monthly,Number of Live Births,1923
NEVADA,2022,April,Monthly,Number of Live Births,2627
NEW HAMPSHIRE,2022,April,Monthly,Number of Live Births,986
NEW JERSEY,2022,April,Monthly,Number of Live Births,8130
NEW MEXICO,2022,April,Monthly,Number of Live Births,1653
NEW YORK,2022,April,Monthly,Number of Live Births,16740
NORTH CAROLINA,2022,April,Monthly,Number of Live Births,9556
NORTH DAKOTA,2022,April,Monthly,Number of Live Births,792
OHIO,2022,April,Monthly,Number of Live Births,10235
OKLAHOMA,2022,April,Monthly,Number of Live Births,3728
OREGON,2022,April,Monthly,Number of Live Births,3192
PENNSYLVANIA,2022,April,Monthly,Number of Live Births,10580
RHODE ISLAND,2022,April,Monthly,Number of Live Births,788
SOUTH CAROLINA,2022,April,Monthly,Number of Live Births,4547
SOUTH DAKOTA,2022,April,Monthly,Number of Live Births,935
TENNESSEE,2022,April,Monthly,Number of Live Births,6428
TEXAS,2022,April,Monthly,Number of Live Births,29757
UTAH,2022,April,Monthly,Number of Live Births,3852
VERMONT,2022,April,Monthly,Number of Live Births,420
VIRGINIA,2022,April,Monthly,Number of Live Births,7635
WASHINGTON,2022,April,Monthly,Number of Live Births,6844
WEST VIRGINIA,2022,April,Monthly,Number of Live Births,1397
WISCONSIN,2022,April,Monthly,Number of Live Births,4842
WYOMING,2022,April,Monthly,Number of Live Births,480
PUERTO RICO,2022,April,Monthly,Number of Live Births,1486
ALABAMA,2022,May,Monthly,Number of Live Births,4559
ALASKA,2022,May,Monthly,Number of Live Births,792
ARIZONA,2022,May,Monthly,Number of Live Births,6016
ARKANSAS,2022,May,Monthly,Number of Live Births,2832
CALIFORNIA,2022,May,Monthly,Number of Live Births,34002
COLORADO,2022,May,Monthly,Number of Live Births,5398
CONNECTICUT,2022,May,Monthly,Number of Live Births,2954
DELAWARE,2022,May,Monthly,Number of Live Births,878
DISTRICT OF COLUMBIA,2022,May,Monthly,Number of Live Births,605
FLORIDA,2022,May,Monthly,Number of Live Births,17341
GEORGIA,2022,May,Monthly,Number of Live Births,9883
HAWAII,2022,May,Monthly,Number of Live Births,1207
IDAHO,2022,May,Monthly,Number of Live Births,1894
ILLINOIS,2022,May,Monthly,Number of Live Births,10669
INDIANA,2022,May,Monthly,Number of Live Births,6463
IOWA,2022,May,Monthly,Number of Live Births,3022
KANSAS,2022,May,Monthly,Number of Live Births,2700
KENTUCKY,2022,May,Monthly,Number of Live Births,4150
LOUISIANA,2022,May,Monthly,Number of Live Births,4396
MAINE,2022,May,Monthly,Number of Live Births,1039
MARYLAND,2022,May,Monthly,Number of Live Births,5631
MASSACHUSETTS,2022,May,Monthly,Number of Live Births,5763
MICHIGAN,2022,May,Monthly,Number of Live Births,8798
MINNESOTA,2022,May,Monthly,Number of Live Births,5616
MISSISSIPPI,2022,May,Monthly,Number of Live Births,2630
MISSOURI,2022,May,Monthly,Number of Live Births,5568
MONTANA,2022,May,Monthly,Number of Live Births,1014
NEBRASKA,2022,May,Monthly,Number of Live Births,1961
NEVADA,2022,May,Monthly,Number of Live Births,2669
NEW HAMPSHIRE,2022,May,Monthly,Number of Live Births,1067
NEW JERSEY,2022,May,Monthly,Number of Live Births,8327
NEW MEXICO,2022,May,Monthly,Number of Live Births,1714
NEW YORK,2022,May,Monthly,Number of Live Births,17368
NORTH CAROLINA,2022,May,Monthly,Number of Live Births,9678
NORTH DAKOTA,2022,May,Monthly,Number of Live Births,852
OHIO,2022,May,Monthly,Number of Live Births,10666
OKLAHOMA,2022,May,Monthly,Number of Live Births,3787
OREGON,2022,May,Monthly,Number of Live Births,3324
PENNSYLVANIA,2022,May,Monthly,Number of Live Births,10791
RHODE ISLAND,2022,May,Monthly,Number of Live Births,846
SOUTH CAROLINA,2022,May,Monthly,Number of Live Births,4561
SOUTH DAKOTA,2022,May,Monthly,Number of Live Births,1003
TENNESSEE,2022,May,Monthly,Number of Live Births,6424
TEXAS,2022,May,Monthly,Number of Live Births,30387
UTAH,2022,May,Monthly,Number of Live Births,3947
VERMONT,2022,May,Monthly,Number of Live Births,468
VIRGINIA,2022,May,Monthly,Number of Live Births,7844
WASHINGTON,2022,May,Monthly,Number of Live Births,7015
WEST VIRGINIA,2022,May,Monthly,Number of Live Births,1362
WISCONSIN,2022,May,Monthly,Number of Live Births,4989
WYOMING,2022,May,Monthly,Number of Live Births,545
PUERTO RICO,2022,May,Monthly,Number of Live Births,1508
ALABAMA,2022,June,Monthly,Number of Live Births,4688
ALASKA,2022,June,Monthly,Number of Live Births,814
ARIZONA,2022,June,Monthly,Number of Live Births,6247
ARKANSAS,2022,June,Monthly,Number of Live Births,3018
CALIFORNIA,2022,June,Monthly,Number of Live Births,34181
COLORADO,2022,June,Monthly,Number of Live Births,5311
CONNECTICUT,2022,June,Monthly,Number of Live Births,2925
DELAWARE,2022,June,Monthly,Number of Live Births,949
DISTRICT OF COLUMBIA,2022,June,Monthly,Number of Live Births,656
FLORIDA,2022,June,Monthly,Number of Live Births,18100
GEORGIA,2022,June,Monthly,Number of Live Births,10402
HAWAII,2022,June,Monthly,Number of Live Births,1258
IDAHO,2022,June,Monthly,Number of Live Births,1938
ILLINOIS,2022,June,Monthly,Number of Live Births,10974
INDIANA,2022,June,Monthly,Number of Live Births,6723
IOWA,2022,June,Monthly,Number of Live Births,3089
KANSAS,2022,June,Monthly,Number of Live Births,2878
KENTUCKY,2022,June,Monthly,Number of Live Births,4266
LOUISIANA,2022,June,Monthly,Number of Live Births,4431
MAINE,2022,June,Monthly,Number of Live Births,1052
MARYLAND,2022,June,Monthly,Number of Live Births,5740
MASSACHUSETTS,2022,June,Monthly,Number of Live Births,5836
MICHIGAN,2022,June,Monthly,Number of Live Births,8934
MINNESOTA,2022,June,Monthly,Number of Live Births,5608
MISSISSIPPI,2022,June,Monthly,Number of Live Births,2848
MISSOURI,2022,June,Monthly,Number of Live Births,5914
MONTANA,2022,June,Monthly,Number of Live Births,1018
NEBRASKA,2022,June,Monthly,Number of Live Births,2060
NEVADA,2022,June,Monthly,Number of Live Births,2648
NEW HAMPSHIRE,2022,June,Monthly,Number of Live Births,1034
NEW JERSEY,2022,June,Monthly,Number of Live Births,8610
NEW MEXICO,2022,June,Monthly,Number of Live Births,1659
NEW YORK,2022,June,Monthly,Number of Live Births,17754
NORTH CAROLINA,2022,June,Monthly,Number of Live Births,9830
NORTH DAKOTA,2022,June,Monthly,Number of Live Births,807
OHIO,2022,June,Monthly,Number of Live Births,10880
OKLAHOMA,2022,June,Monthly,Number of Live Births,3890
OREGON,2022,June,Monthly,Number of Live Births,3383
PENNSYLVANIA,2022,June,Monthly,Number of Live Births,10966
RHODE ISLAND,2022,June,Monthly,Number of Live Births,886
SOUTH CAROLINA,2022,June,Monthly,Number of Live Births,4650
SOUTH DAKOTA,2022,June,Monthly,Number of Live Births,1002
TENNESSEE,2022,June,Monthly,Number of Live Births,6750
TEXAS,2022,June,Monthly,Number of Live Births,32127
UTAH,2022,June,Monthly,Number of Live Births,3971
VERMONT,2022,June,Monthly,Number of Live Births,489
VIRGINIA,2022,June,Monthly,Number of Live Births,8223
WASHINGTON,2022,June,Monthly,Number of Live Births,7065
WEST VIRGINIA,2022,June,Monthly,Number of Live Births,1469
WISCONSIN,2022,June,Monthly,Number of Live Births,5152
WYOMING,2022,June,Monthly,Number of Live Births,457
PUERTO RICO,2022,June,Monthly,Number of Live Births,1530
ALABAMA,2022,July,Monthly,Number of Live Births,5002
ALASKA,2022,July,Monthly,Number of Live Births,811
ARIZONA,2022,July,Monthly,Number of Live Births,6721
ARKANSAS,2022,July,Monthly,Number of Live Births,3050
CALIFORNIA,2022,July,Monthly,Number of Live Births,36601
COLORADO,2022,July,Monthly,Number of Live Births,5537
CONNECTICUT,2022,July,Monthly,Number of Live Births,3132
DELAWARE,2022,July,Monthly,Number of Live Births,1015
DISTRICT OF COLUMBIA,2022,July,Monthly,Number of Live Births,671
FLORIDA,2022,July,Monthly,Number of Live Births,19219
GEORGIA,2022,July,Monthly,Number of Live Births,10868
HAWAII,2022,July,Monthly,Number of Live Births,1331
IDAHO,2022,July,Monthly,Number of Live Births,2013
ILLINOIS,2022,July,Monthly,Number of Live Births,11283
INDIANA,2022,July,Monthly,Number of Live Births,6758
IOWA,2022,July,Monthly,Number of Live Births,3232
KANSAS,2022,July,Monthly,Number of Live Births,2981
KENTUCKY,2022,July,Monthly,Number of Live Births,4488
LOUISIANA,2022,July,Monthly,Number of Live Births,4962
MAINE,2022,July,Monthly,Number of Live Births,1063
MARYLAND,2022,July,Monthly,Number of Live Births,6023
MASSACHUSETTS,2022,July,Monthly,Number of Live Births,6071
MICHIGAN,2022,July,Monthly,Number of Live Births,9013
MINNESOTA,2022,July,Monthly,Number of Live Births,5676
MISSISSIPPI,2022,July,Monthly,Number of Live Births,2995
MISSOURI,2022,July,Monthly,Number of Live Births,6094
MONTANA,2022,July,Monthly,Number of Live Births,1014
NEBRASKA,2022,July,Monthly,Number of Live Births,2143
NEVADA,2022,July,Monthly,Number of Live Births,2907
NEW HAMPSHIRE,2022,July,Monthly,Number of Live Births,1128
NEW JERSEY,2022,July,Monthly,Number of Live Births,9038
NEW MEXICO,2022,July,Monthly,Number of Live Births,1926
NEW YORK,2022,July,Monthly,Number of Live Births,18554
NORTH CAROLINA,2022,July,Monthly,Number of Live Births,10615
NORTH DAKOTA,2022,July,Monthly,Number of Live Births,812
OHIO,2022,July,Monthly,Number of Live Births,11161
OKLAHOMA,2022,July,Monthly,Number of Live Births,4230
OREGON,2022,July,Monthly,Number of Live Births,3430
PENNSYLVANIA,2022,July,Monthly,Number of Live Births,11600
RHODE ISLAND,2022,July,Monthly,Number of Live Births,930
SOUTH CAROLINA,2022,July,Monthly,Number of Live Births,5003
SOUTH DAKOTA,2022,July,Monthly,Number of Live Births,1005
TENNESSEE,2022,July,Monthly,Number of Live Births,7119
TEXAS,2022,July,Monthly,Number of Live Births,33494
UTAH,2022,July,Monthly,Number of Live Births,4119
VERMONT,2022,July,Monthly,Number of Live Births,462
VIRGINIA,2022,July,Monthly,Number of Live Births,8540
WASHINGTON,2022,July,Monthly,Number of Live Births,7384
WEST VIRGINIA,2022,July,Monthly,Number of Live Births,1551
WISCONSIN,2022,July,Monthly,Number of Live Births,5256
WYOMING,2022,July,Monthly,Number of Live Births,548
PUERTO RICO,2022,July,Monthly,Number of Live Births,1538
ALABAMA,2022,August,Monthly,Number of Live Births,5486
ALASKA,2022,August,Monthly,Number of Live Births,829
ARIZONA,2022,August,Monthly,Number of Live Births,7091
ARKANSAS,2022,August,Monthly,Number of Live Births,3288
CALIFORNIA,2022,August,Monthly,Number of Live Births,37853
COLORADO,2022,August,Monthly,Number of Live Births,5513
CONNECTICUT,2022,August,Monthly,Number of Live Births,3199
DELAWARE,2022,August,Monthly,Number of Live Births,1006
DISTRICT OF COLUMBIA,2022,August,Monthly,Number of Live Births,705
FLORIDA,2022,August,Monthly,Number of Live Births,20824
GEORGIA,2022,August,Monthly,Number of Live Births,11814
HAWAII,2022,August,Monthly,Number of Live Births,1307
IDAHO,2022,August,Monthly,Number of Live Births,2046
ILLINOIS,2022,August,Monthly,Number of Live Births,11688
INDIANA,2022,August,Monthly,Number of Live Births,7361
IOWA,2022,August,Monthly,Number of Live Births,3292
KANSAS,2022,August,Monthly,Number of Live Births,3286
KENTUCKY,2022,August,Monthly,Number of Live Births,4932
LOUISIANA,2022,August,Monthly,Number of Live Births,5403
MAINE,2022,August,Monthly,Number of Live Births,1084
MARYLAND,2022,August,Monthly,Number of Live Births,6249
MASSACHUSETTS,2022,August,Monthly,Number of Live Births,6307
